Date,Time,Room,Title,Summary,Url,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-08-29,11:24:16,,Event-activity-dependent beauty-baryon enhancement in simulations with color junctions,"The study explores the enhancement of beauty baryon-to-meson production ratios in LHC data, examining event activity and color reconnection models.",http://arxiv.org/pdf/2408.16447v1,"LHCb, ALICE","['beauty baryons', 'event activity', 'color reconnection', 'heavy flavor']",1,,0.6,[]
2024-08-29,11:07:48,,Integrating Features for Recognizing Human Activities through Optimized Parameters in Graph Convolutional Networks and Transformer Architectures,"This study explores deep learning techniques for human activity recognition, focusing on feature fusion in Graph Convolutional Networks and Transformers.",http://arxiv.org/pdf/2408.16442v1,,"['human activity recognition', 'deep learning', 'feature fusion', 'Graph Convolutional Networks', 'Transformer architectures']",1,,0.8,[]
2024-08-29,11:05:20,,Analysis of the semileptonic $B_c\to D_s^*μ^+ μ^-$ decay mode in the effective field theory approach,"The study explores the exclusive semileptonic decay $B_c\\to D_s^{*}\\mu^+ \\mu^-$ using Effective Field Theory, predicting observables and branching ratios amidst potential new physics.",http://arxiv.org/pdf/2408.16439v1,Belle-II,"['semileptonic decay', 'Effective Field Theory', 'branching ratio', 'new physics', 'B_c', 'D_s*', 'b to s transition']",1,,0.7,[]
2024-08-29,10:44:59,,Do Recommender Systems Promote Local Music? A Reproducibility Study Using Music Streaming Data,"This study analyzes how recommender systems affect local music representation, highlighting biases and the importance of dataset diversity in conclusions.",http://arxiv.org/pdf/2408.16430v1,,"['recommender systems', 'local music', 'algorithmic biases', 'music streaming', 'data reproducibility']",1,,0.8,[]
2024-08-29,10:43:55,,Gradient-free variational learning with conditional mixture networks,"The work presents a method for efficient Bayesian learning using conditional mixture networks, focusing on gradient-free inference and competitive predictive performance.",http://arxiv.org/pdf/2408.16429v1,,"['Bayesian methods', 'machine learning', 'conditional mixture networks', 'gradient-free inference']",1,,0.6,[]
2024-08-29,10:36:29,,COIN: Control-Inpainting Diffusion Prior for Human and Camera Motion Estimation,"The study presents COIN, a method for disentangling human and camera motions in videos, improving motion estimation accuracy with a novel control-inpainting approach.",http://arxiv.org/pdf/2408.16426v1,,"['motion estimation', 'camera motion', 'human motion', 'diffusion models', 'optimization']",1,,0.8,[]
2024-08-29,10:35:07,,A Comparative Study of Hyperparameter Tuning Methods,"This study evaluates three hyperparameter tuning algorithms across regression and classification tasks, highlighting the importance of choosing the right method based on the model type.",http://arxiv.org/pdf/2408.16425v1,,"['hyperparameter tuning', 'machine learning', 'regression', 'classification', 'model optimization']",1,,0.4,[]
2024-08-29,10:21:00,,Fourier Spectral Physics Informed Neural Network: An Efficient and Low-Memory PINN,This work presents a new approach to physics-informed neural networks that reduces memory use and training time while improving accuracy through spectral methods.,http://arxiv.org/pdf/2408.16414v1,,"['physics-informed neural networks', 'spectral methods', 'machine learning', 'efficiency', 'accuracy']",1,,0.4,[]
2024-08-29,10:05:56,,A Bi-polar Current Source with High Short-term Stability for Tsinghua Tabletop Kibble Balance,"The paper presents a digital-feedback current source designed for Kibble balance experiments, achieving high precision and stability for weighing measurements.",http://arxiv.org/pdf/2408.16405v1,,"['current source', 'Kibble balance', 'high precision', 'digital feedback', 'stability']",1,,0.8,[]
2024-08-29,10:02:29,,DeepSPoC: A Deep Learning-Based PDE Solver Governed by Sequential Propagation of Chaos,"The presentation introduces deepSPoC, a method combining sequential propagation of chaos and deep learning to solve stochastic differential equations and improve computational efficiency.",http://arxiv.org/pdf/2408.16403v1,,"['Deep Learning', 'Stochastic Differential Equations', 'Mean-Field Equations', 'Normalizing Flows']",1,,0.5,"['Sequential Propagation of Chaos', 'Normalizing Flows', 'Fokker-Planck equations']"
2024-08-29,09:55:55,,Illuminating the Diversity-Fitness Trade-Off in Black-Box Optimization,"The paper explores the trade-off between solution diversity and quality in optimization, emphasizing the importance of diverse options for decision-makers.",http://arxiv.org/pdf/2408.16393v1,,"['diversity optimization', 'quality diversity', 'multimodal optimization', 'search heuristics', 'empirical study']",1,,0.7,[]
2024-08-29,09:54:46,,TempoKGAT: A Novel Graph Attention Network Approach for Temporal Graph Analysis,"This work introduces TempoKGAT, a graph attention network designed for analyzing dynamic temporal graph data using time-decaying weights and neighbor aggregation.",http://arxiv.org/pdf/2408.16391v1,,"['Graph Neural Networks', 'Temporal Data', 'Machine Learning', 'Predictive Modeling']",1,,0.3,[]
2024-08-29,09:50:31,,Addressing Common Misinterpretations of KART and UAT in Neural Network Literature,The note discusses common misunderstandings regarding the Kolmogorov-Arnold Representation Theorem and the Universal Approximation Theorem in neural network literature.,http://arxiv.org/pdf/2408.16389v1,,"['Neural Networks', 'Approximation Theorems', 'KART', 'UAT', 'Machine Learning']",1,,0.4,[]
2024-08-29,09:41:17,,TG-PhyNN: An Enhanced Physically-Aware Graph Neural Network framework for forecasting Spatio-Temporal Data,"This work introduces TG-PhyNN, a framework that enhances Graph Neural Networks by incorporating physical laws for improved forecasting of spatio-temporal data.",http://arxiv.org/pdf/2408.16379v1,,"['Graph Neural Networks', 'spatio-temporal data', 'forecasting', 'physics-informed', 'machine learning']",1,,0.2,[]
2024-08-29,08:47:25,,DetectBERT: Towards Full App-Level Representation Learning to Detect Android Malware,"DetectBERT enhances Android malware detection by integrating Multiple Instance Learning with a BERT-like model, improving app-level representation and adaptability to threats.",http://arxiv.org/pdf/2408.16353v1,,"['Android malware', 'machine learning', 'representation learning', 'Multiple Instance Learning']",1,,0.8,[]
2024-08-29,08:36:22,,Machine learning models for daily rainfall forecasting in Northern Tropical Africa using tropical wave predictors,This study explores machine learning models for predicting daily rainfall in Northern Tropical Africa using tropical wave predictors from satellite data.,http://arxiv.org/pdf/2408.16349v1,,"['machine learning', 'rainfall forecasting', 'tropical waves', 'AI', 'precipitation']",1,,0.7,[]
2024-08-29,08:26:00,,Toward Robust Early Detection of Alzheimer's Disease via an Integrated Multimodal Learning Approach,"This study presents a multimodal learning model for early Alzheimer's Disease detection using clinical, cognitive, neuroimaging, and EEG data.",http://arxiv.org/pdf/2408.16343v1,,"[""Alzheimer's Disease"", 'multimodal learning', 'EEG', 'MRI', 'classification']",1,,0.2,[]
2024-08-29,08:20:02,,Do Graph Neural Networks Work for High Entropy Alloys?,"The work discusses a new GNN model, LESets, for predicting properties of high-entropy alloys by representing them through local environment graphs.",http://arxiv.org/pdf/2408.16337v1,,"['Graph Neural Networks', 'High Entropy Alloys', 'Machine Learning', 'Material Science']",1,,0.2,[]
2024-08-29,08:14:20,,GL-TSVM: A robust and smooth twin support vector machine with guardian loss function,"This work introduces GL-TSVM, a robust classifier that enhances twin support vector machines by using a new guardian loss function to reduce sensitivity to outliers.",http://arxiv.org/pdf/2408.16336v1,,"['Twin Support Vector Machine', 'Guardian Loss', 'Robust Classifier', 'Machine Learning', 'Biomedical Applications']",1,,0.3,[]
2024-08-29,08:12:28,,Future targets for light gauge bosons from cosmic strings,"The study explores gauge boson production and gravitational wave emission from cosmic strings, examining their implications for dark matter and future observatories.",http://arxiv.org/pdf/2408.16334v1,,"['cosmic strings', 'dark matter', 'gravitational waves', 'gauge bosons']",1,,0.6,[]
2024-08-29,08:12:18,,Self-Improving Diffusion Models with Synthetic Data,"This work presents a novel approach to training generative models using synthetic data, aiming to overcome issues related to model autophagy and improve data quality.",http://arxiv.org/pdf/2408.16333v1,,"['AI', 'generative models', 'synthetic data', 'machine learning']",1,,0.7,[]
2024-08-29,08:08:37,,Guided Reasoning: A Non-Technical Introduction,"The presentation introduces Guided Reasoning, a multi-agent system focused on improving reasoning quality through agent interaction, described in non-technical terms.",http://arxiv.org/pdf/2408.16331v1,,"['Guided Reasoning', 'multi-agent system', 'reasoning quality']",1,,0.3,[]
2024-08-29,07:48:55,,Minimising changes to audit when updating decision trees,"The proposed algorithm updates decision trees with minimal changes for easier human auditing, balancing accuracy and auditability.",http://arxiv.org/pdf/2408.16321v1,,"['decision trees', 'machine learning', 'audit', 'algorithm']",1,,0.7,[]
2024-08-29,07:32:30,,Passenger hazard perception based on EEG signals for highly automated driving vehicles,This study investigates how EEG signals can enhance safety in autonomous vehicles by improving hazard perception through a cognitive model and neural network analysis.,http://arxiv.org/pdf/2408.16315v1,,"['autonomous vehicles', 'EEG signals', 'hazard perception', 'neural networks', 'safety']",1,,0.2,[]
2024-08-29,07:22:16,,FA-YOLO: Research On Efficient Feature Selection YOLO Improved Algorithm Based On FMDS and AGMF Modules,"This paper presents FA-YOLO, an improved object detection model utilizing FMDS and AGMF modules for enhanced feature selection and fusion, achieving better accuracy on the PASCAL VOC dataset.",http://arxiv.org/pdf/2408.16313v1,,"['object detection', 'YOLO', 'feature selection', 'dynamic feature fusion', 'machine learning']",1,,0.3,[]
2024-08-29,07:12:37,,Safe Bayesian Optimization for High-Dimensional Control Systems via Additive Gaussian Processes,"This paper presents a method for optimizing multiple controllers using safe Bayesian optimization with additive Gaussian processes, focusing on efficiency and safety in control systems.",http://arxiv.org/pdf/2408.16307v1,,"['Bayesian optimization', 'Gaussian processes', 'controller tuning', 'robotics', 'mechatronic systems']",1,,0.2,[]
2024-08-29,06:49:20,,"Physics of Language Models: Part 2.2, How to Learn From Mistakes on Grade-School Math Problems","The study explores enhancing language models' reasoning accuracy by using error-correction data during pretraining, showing improved performance on math problems.",http://arxiv.org/pdf/2408.16293v1,,"['language models', 'reasoning accuracy', 'error-correction', 'pretraining', 'synthetic dataset']",1,,0.8,[]
2024-08-29,06:48:07,,Flexible framework for generating synthetic electrocardiograms and photoplethysmograms,The work presents a model for generating synthetic ECG and PPG signals to enhance machine learning training through data augmentation and noise management.,http://arxiv.org/pdf/2408.16291v1,,"['synthetic biosignals', 'ECG', 'PPG', 'machine learning', 'data augmentation', 'LSTM']",1,,0.8,[]
2024-08-29,06:40:01,,OpenFGL: A Comprehensive Benchmarks for Federated Graph Learning,"The work presents OpenFGL, a benchmark for federated graph learning, focusing on evaluation metrics and algorithms for privacy-sensitive graph neural networks.",http://arxiv.org/pdf/2408.16288v1,,"['Federated Graph Learning', 'Graph Neural Networks', 'Benchmark', 'Privacy', 'Scalability']",1,,0.3,[]
2024-08-29,06:37:16,,Near-Optimal Policy Identification in Robust Constrained Markov Decision Processes via Epigraph Form,"This work presents an algorithm for identifying near-optimal policies in robust constrained Markov decision processes, addressing challenges in uncertain environments.",http://arxiv.org/pdf/2408.16286v1,,"['Markov Decision Processes', 'Robust Control', 'Policy Gradient', 'Algorithms']",1,,0.8,[]
2024-08-29,06:30:23,,ART: Actually Robust Training,"The paper introduces a Python library for structured deep learning model development, enhancing interpretability and robustness through validation checks.",http://arxiv.org/pdf/2408.16285v1,,"['deep learning', 'Python', 'model development', 'validation', 'reproducibility']",1,,0.6,[]
2024-08-29,06:27:42,,Enhancing Customer Churn Prediction in Telecommunications: An Adaptive Ensemble Learning Approach,"This research presents an adaptive ensemble learning framework for predicting customer churn in telecommunications, showing improved accuracy through multiple model integration.",http://arxiv.org/pdf/2408.16284v1,,"['customer churn', 'ensemble learning', 'XGBoost', 'LightGBM', 'LSTM', 'MLP', 'SVM', 'feature engineering']",1,,0.9,[]
2024-08-29,06:21:38,,Premerger phenomena in neutron-star binary coalescences,"The presentation reviews premerger events in neutron-star mergers, focusing on their implications for astrophysics and the neutron-star equation of state.",http://arxiv.org/pdf/2408.16283v1,,"['neutron-star mergers', 'gravitational waves', 'gamma-ray bursts', 'astrophysics']",1,,0.7,[]
2024-08-29,06:02:11,,Model-independent determination of the strong-phase difference between $D^0$ and $\bar{D}^0 \to π^+π^-π^+π^-$ decays,"This study measures the strong-phase difference in $D^0$ and $\bar{D}^0$ decays using quantum-correlated $D\bar{D}$ mesons, providing insights into $C\!P$ violation in $B$ meson decays.",http://arxiv.org/pdf/2408.16279v1,BESIII,"['strong-phase difference', '$D^0$ decays', '$C\\!P$ violation', 'quantum correlations']",1,,0.7,[]
2024-08-29,05:56:35,,Web Service QoS Prediction via Extended Canonical Polyadic-based Tensor Network,This work presents an Extended Canonical Polyadic-based Tensor Network model to improve web service QoS prediction by modeling user-service correlations.,http://arxiv.org/pdf/2408.16278v1,,"['Quality of Service', 'QoS prediction', 'Tensor Network', 'Machine Learning']",1,,0.2,[]
2024-08-29,05:32:03,,Beyond Uncertainty: Evidential Deep Learning for Robust Video Temporal Grounding,"The work presents a robust network module for Video Temporal Grounding that addresses uncertainty in predictions, integrating Deep Evidential Regression for improved interpretability.",http://arxiv.org/pdf/2408.16272v1,,"['Video Temporal Grounding', 'Deep Learning', 'Uncertainty Quantification', 'Cross-modal Alignment']",1,,0.2,[]
2024-08-29,05:02:52,,LoraMap: Harnessing the Power of LoRA Connections,This work explores the connections between multiple Low-Rank Adaptation (LoRA) techniques for improving fact-checking in Large Language Models.,http://arxiv.org/pdf/2408.16264v1,,"['LoRA', 'Large Language Models', 'fact-checking', 'parameter-efficient techniques']",1,,0.7,[]
2024-08-29,04:57:44,,On Convergence of Average-Reward Q-Learning in Weakly Communicating Markov Decision Processes,"The paper examines Q-learning algorithms for average-reward Markov decision processes, focusing on convergence in weakly communicating systems.",http://arxiv.org/pdf/2408.16262v1,,"['Q-learning', 'Markov decision processes', 'average-reward', 'convergence', 'reinforcement learning']",1,,0.7,[]
2024-08-29,04:46:49,,Evaluating Time-Series Training Dataset through Lens of Spectrum in Deep State Space Models,"The study evaluates time-series datasets for deep state space models, proposing a metric to estimate dataset performance early in training.",http://arxiv.org/pdf/2408.16261v1,,"['time-series', 'deep learning', 'state space models', 'dataset evaluation', 'K-spectral metric']",1,,0.7,[]
2024-08-29,04:42:52,,Six Ways to Implement Divisibility by Three in miniKanren,"The paper discusses various methods to implement divisibility by three in miniKanren, focusing on performance and optimization techniques.",http://arxiv.org/pdf/2408.16259v1,,"['miniKanren', 'divisibility', 'performance', 'optimization', 'benchmarking']",1,,0.9,[]
2024-08-29,04:36:55,,Improving stableKanren's Backward Compatibility,The work enhances stableKanren's compatibility with miniKanren by addressing issues related to non-monotonic reasoning and contradiction handling.,http://arxiv.org/pdf/2408.16257v1,,"['stableKanren', 'miniKanren', 'non-monotonic reasoning', 'contradiction handling']",1,,0.7,[]
2024-08-29,04:35:36,,Coalitions of AI-based Methods Predict 15-Year Risks of Breast Cancer Metastasis Using Real-World Clinical Data with AUC up to 0.9,"The study develops machine learning algorithms to predict breast cancer metastasis risks using clinical data, achieving high accuracy with existing data.",http://arxiv.org/pdf/2408.16256v1,,"['breast cancer', 'machine learning', 'AUC', 'prognostics', 'clinical data']",1,,0.7,[]
2024-08-29,04:34:38,,Cosmological Stasis from a Single Annihilating Particle Species: Extending Stasis Into the Thermal Domain,"This work explores how a single annihilating particle species can lead to cosmological stasis even in thermal environments, extending previous findings.",http://arxiv.org/pdf/2408.16255v1,,"['cosmology', 'stasis', 'thermal effects', 'particle species', 'annihilation']",1,,0.4,[]
2024-08-29,04:06:34,,Iterated Energy-based Flow Matching for Sampling from Boltzmann Densities,"This work presents a method for training generators from unnormalized densities, improving probabilistic modeling in high-dimensional systems.",http://arxiv.org/pdf/2408.16249v1,,"['energy-based models', 'probabilistic inference', 'normalizing flows', 'high-dimensional systems']",1,,0.7,"['iterated energy-based flow matching', 'continuous normalizing flow', 'variance-exploding paths', 'optimal transport paths']"
2024-08-29,03:58:19,,PACiM: A Sparsity-Centric Hybrid Compute-in-Memory Architecture via Probabilistic Approximation,"This paper presents a novel probabilistic approximate computation method that enhances compute-in-memory systems for deep neural networks, improving efficiency and reducing power consumption.",http://arxiv.org/pdf/2408.16246v1,,"['approximate computing', 'compute-in-memory', 'deep neural networks', 'sparsity', 'power efficiency']",1,,0.7,[]
2024-08-29,03:56:40,,Large-Scale Multi-omic Biosequence Transformers for Modeling Peptide-Nucleotide Interactions,This work introduces multi-omic nucleotide-peptide models that learn joint representations for predicting binding interactions without prior structural training.,http://arxiv.org/pdf/2408.16245v1,,"['biosequence', 'transformers', 'peptide-nucleotide', 'multi-omic', 'machine learning']",1,,0.3,[]
2024-08-29,03:21:08,,Quantum Programming Without the Quantum Physics,The work introduces a paradigm for quantum programming that simplifies the approach by using classical data and a unique random number generator for accessibility.,http://arxiv.org/pdf/2408.16234v1,,"['quantum programming', 'random number generator', 'classical data', 'negative probability']",1,,0.3,[]
2024-08-29,03:12:04,,Enhancing Conditional Image Generation with Explainable Latent Space Manipulation,"This work presents a novel method for enhancing image synthesis fidelity through latent space manipulation and selective attention mechanisms, achieving superior results in text-to-image tasks.",http://arxiv.org/pdf/2408.16232v1,,"['image synthesis', 'latent space manipulation', 'conditional prompts', 'Grad-SAM', 'text-to-image synthesis']",1,,0.8,[]
2024-08-29,03:11:55,,Anchor-Controlled Generative Adversarial Network for High-Fidelity Electromagnetic and Structurally Diverse Metasurface Design,The talk presents a novel framework for designing metasurfaces using a generative adversarial network that addresses electromagnetic response fidelity challenges.,http://arxiv.org/pdf/2408.16231v1,,"['metasurfaces', 'generative adversarial networks', 'electromagnetic response', 'design process']",1,,0.7,[]
2024-08-29,03:07:44,,Upgrading the existing Haloscope-type detector for sensitive axion detection,The presentation discusses an upgrade to Haloscope-type detectors to enhance axion detection sensitivity using a transverse rf modulated magnetic field.,http://arxiv.org/pdf/2408.16229v1,,"['Haloscope', 'axion detection', 'magnetic field', 'sensitivity enhancement']",1,,0.4,[]
2024-08-29,03:03:35,,Policy Adaptation via Language Optimization: Decomposing Tasks for Few-Shot Imitation,"The method PALO enables robots to adapt to unseen tasks using few demonstrations and language decompositions, outperforming existing policies.",http://arxiv.org/pdf/2408.16228v1,,"['robotics', 'language optimization', 'task adaptation', 'vision-language models', 'few-shot learning']",1,,0.7,[]
2024-08-29,02:43:20,,LLaVA-SG: Leveraging Scene Graphs as Visual Semantic Expression in Vision-Language Models,This work enhances vision-language models by introducing a Scene Graph Expression module to improve visual understanding and semantic detail preservation.,http://arxiv.org/pdf/2408.16224v1,,"['vision-language models', 'semantic information', 'Scene Graph Expression', 'Vision Transformer']",1,,0.2,[]
2024-08-29,02:35:53,,SSDM: Scalable Speech Dysfluency Modeling,"This work presents SSDM, a system for modeling speech dysfluency that addresses scalability and alignment challenges using large language models and a new corpus.",http://arxiv.org/pdf/2408.16221v1,,"['Speech Dysfluency', 'Machine Learning', 'Large Language Models', 'Forced Alignment', 'Corpus Development']",1,,0.2,[]
2024-08-29,02:21:11,,Targeted Cause Discovery with Data-Driven Learning,"A machine learning method is proposed for identifying causal variables and relationships within systems, validated on gene regulatory networks.",http://arxiv.org/pdf/2408.16218v1,,"['machine learning', 'causal discovery', 'gene regulatory networks', 'neural networks']",2,,0.6,[]
2024-08-29,02:18:28,,Adversarial Network Optimization under Bandit Feedback: Maximizing Utility in Non-Stationary Multi-Hop Networks,"The work presents a novel algorithm for optimizing scheduling in non-stationary multi-hop networks using bandit feedback, addressing challenges in stochastic network optimization.",http://arxiv.org/pdf/2408.16215v1,,"['network optimization', 'bandit feedback', 'online learning', 'Lyapunov analysis', 'multi-hop networks']",1,,0.7,[]
2024-08-29,02:12:58,,M4CXR: Exploring Multi-task Potentials of Multi-modal Large Language Models for Chest X-ray Interpretation,"This work presents M4CXR, a multi-modal large language model for improving chest X-ray interpretation through various clinical tasks.",http://arxiv.org/pdf/2408.16213v1,,"['artificial intelligence', 'large language models', 'chest X-ray', 'medical report generation', 'visual grounding', 'visual question answering']",1,,0.8,[]
2024-08-29,02:09:19,,The Application of Machine Learning in Tidal Evolution Simulation of Star-Planet Systems,"The study employs machine learning to enhance the simulation of star-planet systems, significantly improving computational efficiency and accuracy in predicting evolutionary curves.",http://arxiv.org/pdf/2408.16212v1,,"['Machine Learning', 'Evolutionary Curves', 'Star-Planet Systems', 'Neural Networks', 'Computational Efficiency']",1,,0.7,[]
2024-08-29,02:03:05,,ReXamine-Global: A Framework for Uncovering Inconsistencies in Radiology Report Generation Metrics,"The framework assesses generative AI metrics for radiology reports, focusing on generalization across various hospitals and reporting styles.",http://arxiv.org/pdf/2408.16208v1,,"['generative AI', 'radiology', 'report metrics', 'evaluation framework']",1,,0.8,[]
2024-08-29,01:50:13,,Revisit Micro-batch Clipping: Adaptive Data Pruning via Gradient Manipulation,"This work investigates micro-batch clipping, a gradient clipping method, and its impact on model convergence in auto-speech recognition and other domains.",http://arxiv.org/pdf/2408.16204v1,,"['micro-batch clipping', 'gradient manipulation', 'data pruning', 'model convergence', 'auto-speech recognition']",1,,0.3,[]
2024-08-29,01:47:09,,Short-Term Electricity-Load Forecasting by Deep Learning: A Comprehensive Survey,"The paper surveys the use of deep learning for short-term electricity load forecasting, highlighting modeling techniques and future research challenges.",http://arxiv.org/pdf/2408.16202v1,,"['electricity forecasting', 'deep learning', 'load prediction', 'data processing', 'feature extraction']",1,,0.2,[]
2024-08-29,01:46:37,,Uni-3DAD: GAN-Inversion Aided Universal 3D Anomaly Detection on Model-free Products,"The work presents a unified framework for detecting anomalies in 3D point clouds of model-free products, addressing challenges in identifying geometric defects and missing regions.",http://arxiv.org/pdf/2408.16201v1,,"['anomaly detection', '3D point clouds', 'machine learning', 'feature-based detection', 'reconstruction-based detection']",1,,0.7,[]
2024-08-29,01:42:38,,PolarBEVDet: Exploring Polar Representation for Multi-View 3D Object Detection in Bird's-Eye-View,"The paper proposes a novel polar representation for multi-view 3D object detection, enhancing feature extraction for autonomous driving applications.",http://arxiv.org/pdf/2408.16200v1,,"['multi-view', '3D object detection', ""Bird's-Eye-View"", 'polar representation', 'autonomous driving']",1,,0.8,[]
2024-08-29,01:09:30,,Variational Mode-Driven Graph Convolutional Network for Spatiotemporal Traffic Forecasting,The paper presents a framework for traffic prediction using graph neural networks and variational mode decomposition for improved forecasting accuracy.,http://arxiv.org/pdf/2408.16191v1,,"['graph neural networks', 'spatio-temporal prediction', 'traffic forecasting', 'variational mode decomposition']",1,,0.6,[]
2024-08-29,01:02:40,,A More Unified Theory of Transfer Learning,"The work explores moduli of continuity in transfer learning, linking source and target risk in regression and classification contexts.",http://arxiv.org/pdf/2408.16189v1,,"['transfer learning', 'moduli of continuity', 'relatedness measures', 'adaptivity', 'machine learning']",2,,0.6,[]
2024-08-29,00:53:21,,Real-Time Energy Pricing in New Zealand: An Evolving Stream Analysis,"The paper presents novel datasets for real-time energy price forecasting in New Zealand, exploring preprocessing, regression tasks, and anomaly detection.",http://arxiv.org/pdf/2408.16187v1,,"['real-time data', 'energy prices', 'streaming regression', 'forecasting', 'anomaly detection']",1,,0.2,[]
2024-08-29,00:50:35,,Single-Loop Deterministic and Stochastic Interior-Point Algorithms for Nonlinearly Constrained Optimization,"The framework proposes a single-loop interior-point algorithm for nonlinear constrained optimization, focusing on stochastic-gradient methods and convergence guarantees.",http://arxiv.org/pdf/2408.16186v1,,"['interior-point algorithms', 'nonlinear optimization', 'stochastic-gradient methods', 'convergence guarantees']",1,,0.8,[]
2024-08-29,00:45:38,,Development and Implementation of Advanced Beam Diagnostic and Abort Systems in SuperKEKB,"The talk discusses the development of advanced beam diagnostics and abort systems to address Sudden Beam Loss events at SuperKEKB, aiming to enhance operational stability.",http://arxiv.org/pdf/2408.16184v1,SuperKEKB,"['beam diagnostics', 'abort systems', 'SuperKEKB', 'luminosity', 'Sudden Beam Loss']",1,,0.7,[]
2024-08-29,00:36:34,,A Minibatch-SGD-Based Learning Meta-Policy for Inventory Systems with Myopic Optimal Policy,"This work proposes a minibatch-SGD-based meta-policy to tackle infeasible target inventory levels in complex inventory systems, demonstrating its flexibility and efficiency.",http://arxiv.org/pdf/2408.16181v1,,"['minibatch-SGD', 'meta-policy', 'inventory systems', 'regret bound', 'numerical experiments']",1,,0.9,[]
2024-08-29,00:15:08,,Li$_2$MnCl$_4$ single crystal: new candidate for red-emitting neutron scintillator,"Li$_2$MnCl$_4$ is studied as a red-emitting scintillator for thermal neutron detection, focusing on its luminescence mechanisms and doping effects.",http://arxiv.org/pdf/2408.16178v1,,"['scintillator', 'thermal neutron detection', 'luminescence', 'doping', 'energy transfer']",1,,0.7,[]
